"HORAPK";"HORA";"MINUTO";"SEGUNDO";"HORAINGRESO";"HORACIERREAGENCIA";"HORAALMUERZO";"HORASALIDA";"HORALABORABLE"
"201408";"20";"14";"8";"N";"N";"N";"N";"S"
"201409";"20";"14";"9";"N";"N";"N";"N";"S"
"201410";"20";"14";"10";"N";"N";"N";"N";"S"
"201413";"20";"14";"13";"N";"N";"N";"N";"S"
"201414";"20";"14";"14";"N";"N";"N";"N";"S"
"201415";"20";"14";"15";"N";"N";"N";"N";"S"
"201416";"20";"14";"16";"N";"N";"N";"N";"S"
"201417";"20";"14";"17";"N";"N";"N";"N";"S"
"201420";"20";"14";"20";"N";"N";"N";"N";"S"
"201421";"20";"14";"21";"N";"N";"N";"N";"S"
"201423";"20";"14";"23";"N";"N";"N";"N";"S"
"201424";"20";"14";"24";"N";"N";"N";"N";"S"
"201425";"20";"14";"25";"N";"N";"N";"N";"S"
"201426";"20";"14";"26";"N";"N";"N";"N";"S"
"201428";"20";"14";"28";"N";"N";"N";"N";"S"
"201429";"20";"14";"29";"N";"N";"N";"N";"S"
"201430";"20";"14";"30";"N";"N";"N";"N";"S"
"201433";"20";"14";"33";"N";"N";"N";"N";"S"
"201434";"20";"14";"34";"N";"N";"N";"N";"S"
"201436";"20";"14";"36";"N";"N";"N";"N";"S"
"201437";"20";"14";"37";"N";"N";"N";"N";"S"
"201438";"20";"14";"38";"N";"N";"N";"N";"S"
"201439";"20";"14";"39";"N";"N";"N";"N";"S"
"201440";"20";"14";"40";"N";"N";"N";"N";"S"
"201441";"20";"14";"41";"N";"N";"N";"N";"S"
"201444";"20";"14";"44";"N";"N";"N";"N";"S"
"201446";"20";"14";"46";"N";"N";"N";"N";"S"
"201447";"20";"14";"47";"N";"N";"N";"N";"S"
"201448";"20";"14";"48";"N";"N";"N";"N";"S"
"201449";"20";"14";"49";"N";"N";"N";"N";"S"
"201450";"20";"14";"50";"N";"N";"N";"N";"S"
"201452";"20";"14";"52";"N";"N";"N";"N";"S"
"201454";"20";"14";"54";"N";"N";"N";"N";"S"
"201455";"20";"14";"55";"N";"N";"N";"N";"S"
"201456";"20";"14";"56";"N";"N";"N";"N";"S"
"201458";"20";"14";"58";"N";"N";"N";"N";"S"
"201500";"20";"15";"0";"N";"N";"N";"N";"S"
"201501";"20";"15";"1";"N";"N";"N";"N";"S"
"201502";"20";"15";"2";"N";"N";"N";"N";"S"
"201505";"20";"15";"5";"N";"N";"N";"N";"S"
"201506";"20";"15";"6";"N";"N";"N";"N";"S"
"201507";"20";"15";"7";"N";"N";"N";"N";"S"
"201509";"20";"15";"9";"N";"N";"N";"N";"S"
"201511";"20";"15";"11";"N";"N";"N";"N";"S"
"201513";"20";"15";"13";"N";"N";"N";"N";"S"
"201514";"20";"15";"14";"N";"N";"N";"N";"S"
"201516";"20";"15";"16";"N";"N";"N";"N";"S"
"201519";"20";"15";"19";"N";"N";"N";"N";"S"
"201520";"20";"15";"20";"N";"N";"N";"N";"S"
"201521";"20";"15";"21";"N";"N";"N";"N";"S"
"201522";"20";"15";"22";"N";"N";"N";"N";"S"
"201523";"20";"15";"23";"N";"N";"N";"N";"S"
"201525";"20";"15";"25";"N";"N";"N";"N";"S"
"201529";"20";"15";"29";"N";"N";"N";"N";"S"
"201530";"20";"15";"30";"N";"N";"N";"N";"S"
"201532";"20";"15";"32";"N";"N";"N";"N";"S"
"201533";"20";"15";"33";"N";"N";"N";"N";"S"
"201534";"20";"15";"34";"N";"N";"N";"N";"S"
"201535";"20";"15";"35";"N";"N";"N";"N";"S"
"201537";"20";"15";"37";"N";"N";"N";"N";"S"
"201539";"20";"15";"39";"N";"N";"N";"N";"S"
"201541";"20";"15";"41";"N";"N";"N";"N";"S"
"201543";"20";"15";"43";"N";"N";"N";"N";"S"
"201544";"20";"15";"44";"N";"N";"N";"N";"S"
"201547";"20";"15";"47";"N";"N";"N";"N";"S"
"201548";"20";"15";"48";"N";"N";"N";"N";"S"
"201549";"20";"15";"49";"N";"N";"N";"N";"S"
"201550";"20";"15";"50";"N";"N";"N";"N";"S"
"201553";"20";"15";"53";"N";"N";"N";"N";"S"
"201554";"20";"15";"54";"N";"N";"N";"N";"S"
"201556";"20";"15";"56";"N";"N";"N";"N";"S"
"201558";"20";"15";"58";"N";"N";"N";"N";"S"
"201600";"20";"16";"0";"N";"N";"N";"N";"S"
"201601";"20";"16";"1";"N";"N";"N";"N";"S"
"201602";"20";"16";"2";"N";"N";"N";"N";"S"
"201605";"20";"16";"5";"N";"N";"N";"N";"S"
"201607";"20";"16";"7";"N";"N";"N";"N";"S"
"201608";"20";"16";"8";"N";"N";"N";"N";"S"
"201609";"20";"16";"9";"N";"N";"N";"N";"S"
"201610";"20";"16";"10";"N";"N";"N";"N";"S"
"201612";"20";"16";"12";"N";"N";"N";"N";"S"
"201615";"20";"16";"15";"N";"N";"N";"N";"S"
"201617";"20";"16";"17";"N";"N";"N";"N";"S"
"201618";"20";"16";"18";"N";"N";"N";"N";"S"
"201619";"20";"16";"19";"N";"N";"N";"N";"S"
"201621";"20";"16";"21";"N";"N";"N";"N";"S"
"201622";"20";"16";"22";"N";"N";"N";"N";"S"
"201624";"20";"16";"24";"N";"N";"N";"N";"S"
"201625";"20";"16";"25";"N";"N";"N";"N";"S"
"201629";"20";"16";"29";"N";"N";"N";"N";"S"
"201630";"20";"16";"30";"N";"N";"N";"N";"S"
"201631";"20";"16";"31";"N";"N";"N";"N";"S"
"201633";"20";"16";"33";"N";"N";"N";"N";"S"
"201635";"20";"16";"35";"N";"N";"N";"N";"S"
"201636";"20";"16";"36";"N";"N";"N";"N";"S"
"201637";"20";"16";"37";"N";"N";"N";"N";"S"
"201638";"20";"16";"38";"N";"N";"N";"N";"S"
"201640";"20";"16";"40";"N";"N";"N";"N";"S"
"201644";"20";"16";"44";"N";"N";"N";"N";"S"
"201645";"20";"16";"45";"N";"N";"N";"N";"S"
"201646";"20";"16";"46";"N";"N";"N";"N";"S"
"201647";"20";"16";"47";"N";"N";"N";"N";"S"
"201649";"20";"16";"49";"N";"N";"N";"N";"S"
"201650";"20";"16";"50";"N";"N";"N";"N";"S"
"201653";"20";"16";"53";"N";"N";"N";"N";"S"
"201654";"20";"16";"54";"N";"N";"N";"N";"S"
"201656";"20";"16";"56";"N";"N";"N";"N";"S"
"201658";"20";"16";"58";"N";"N";"N";"N";"S"
"201659";"20";"16";"59";"N";"N";"N";"N";"S"
"201701";"20";"17";"1";"N";"N";"N";"N";"S"
"201703";"20";"17";"3";"N";"N";"N";"N";"S"
"201705";"20";"17";"5";"N";"N";"N";"N";"S"
"201706";"20";"17";"6";"N";"N";"N";"N";"S"
"201707";"20";"17";"7";"N";"N";"N";"N";"S"
"201708";"20";"17";"8";"N";"N";"N";"N";"S"
"201711";"20";"17";"11";"N";"N";"N";"N";"S"
"201713";"20";"17";"13";"N";"N";"N";"N";"S"
"201714";"20";"17";"14";"N";"N";"N";"N";"S"
"201717";"20";"17";"17";"N";"N";"N";"N";"S"
"201718";"20";"17";"18";"N";"N";"N";"N";"S"
"201720";"20";"17";"20";"N";"N";"N";"N";"S"
"201721";"20";"17";"21";"N";"N";"N";"N";"S"
"201722";"20";"17";"22";"N";"N";"N";"N";"S"
"201724";"20";"17";"24";"N";"N";"N";"N";"S"
"201725";"20";"17";"25";"N";"N";"N";"N";"S"
"201729";"20";"17";"29";"N";"N";"N";"N";"S"
"201731";"20";"17";"31";"N";"N";"N";"N";"S"
"201732";"20";"17";"32";"N";"N";"N";"N";"S"
"201733";"20";"17";"33";"N";"N";"N";"N";"S"
"201734";"20";"17";"34";"N";"N";"N";"N";"S"
"201735";"20";"17";"35";"N";"N";"N";"N";"S"
"201736";"20";"17";"36";"N";"N";"N";"N";"S"
"201739";"20";"17";"39";"N";"N";"N";"N";"S"
"201741";"20";"17";"41";"N";"N";"N";"N";"S"
"201743";"20";"17";"43";"N";"N";"N";"N";"S"
"201745";"20";"17";"45";"N";"N";"N";"N";"S"
"201746";"20";"17";"46";"N";"N";"N";"N";"S"
"201748";"20";"17";"48";"N";"N";"N";"N";"S"
"201749";"20";"17";"49";"N";"N";"N";"N";"S"
"201750";"20";"17";"50";"N";"N";"N";"N";"S"
"201753";"20";"17";"53";"N";"N";"N";"N";"S"
"201754";"20";"17";"54";"N";"N";"N";"N";"S"
"201755";"20";"17";"55";"N";"N";"N";"N";"S"
"201759";"20";"17";"59";"N";"N";"N";"N";"S"
"201800";"20";"18";"0";"N";"N";"N";"N";"S"
"201801";"20";"18";"1";"N";"N";"N";"N";"S"
"201802";"20";"18";"2";"N";"N";"N";"N";"S"
"201804";"20";"18";"4";"N";"N";"N";"N";"S"
"201807";"20";"18";"7";"N";"N";"N";"N";"S"
"201808";"20";"18";"8";"N";"N";"N";"N";"S"
"201809";"20";"18";"9";"N";"N";"N";"N";"S"
"201810";"20";"18";"10";"N";"N";"N";"N";"S"
"201813";"20";"18";"13";"N";"N";"N";"N";"S"
"201814";"20";"18";"14";"N";"N";"N";"N";"S"
"201817";"20";"18";"17";"N";"N";"N";"N";"S"
"201818";"20";"18";"18";"N";"N";"N";"N";"S"
"201820";"20";"18";"20";"N";"N";"N";"N";"S"
"201821";"20";"18";"21";"N";"N";"N";"N";"S"
"201822";"20";"18";"22";"N";"N";"N";"N";"S"
"201823";"20";"18";"23";"N";"N";"N";"N";"S"
"201825";"20";"18";"25";"N";"N";"N";"N";"S"
"201829";"20";"18";"29";"N";"N";"N";"N";"S"
"201830";"20";"18";"30";"N";"N";"N";"N";"S"
"201831";"20";"18";"31";"N";"N";"N";"N";"S"
"201832";"20";"18";"32";"N";"N";"N";"N";"S"
"201835";"20";"18";"35";"N";"N";"N";"N";"S"
"201836";"20";"18";"36";"N";"N";"N";"N";"S"
"201837";"20";"18";"37";"N";"N";"N";"N";"S"
"201838";"20";"18";"38";"N";"N";"N";"N";"S"
"201841";"20";"18";"41";"N";"N";"N";"N";"S"
"201844";"20";"18";"44";"N";"N";"N";"N";"S"
"201845";"20";"18";"45";"N";"N";"N";"N";"S"
"201846";"20";"18";"46";"N";"N";"N";"N";"S"
"201848";"20";"18";"48";"N";"N";"N";"N";"S"
"201849";"20";"18";"49";"N";"N";"N";"N";"S"
"201850";"20";"18";"50";"N";"N";"N";"N";"S"
"201853";"20";"18";"53";"N";"N";"N";"N";"S"
"201855";"20";"18";"55";"N";"N";"N";"N";"S"
"201856";"20";"18";"56";"N";"N";"N";"N";"S"
"201858";"20";"18";"58";"N";"N";"N";"N";"S"
"201859";"20";"18";"59";"N";"N";"N";"N";"S"
"201900";"20";"19";"0";"N";"N";"N";"N";"S"
"201903";"20";"19";"3";"N";"N";"N";"N";"S"
"201905";"20";"19";"5";"N";"N";"N";"N";"S"
"201906";"20";"19";"6";"N";"N";"N";"N";"S"
"201907";"20";"19";"7";"N";"N";"N";"N";"S"
"201909";"20";"19";"9";"N";"N";"N";"N";"S"
"201910";"20";"19";"10";"N";"N";"N";"N";"S"
"201913";"20";"19";"13";"N";"N";"N";"N";"S"
"201914";"20";"19";"14";"N";"N";"N";"N";"S"
"201917";"20";"19";"17";"N";"N";"N";"N";"S"
"201918";"20";"19";"18";"N";"N";"N";"N";"S"
"201919";"20";"19";"19";"N";"N";"N";"N";"S"
"201921";"20";"19";"21";"N";"N";"N";"N";"S"
"201923";"20";"19";"23";"N";"N";"N";"N";"S"
"201924";"20";"19";"24";"N";"N";"N";"N";"S"
"201925";"20";"19";"25";"N";"N";"N";"N";"S"
"201928";"20";"19";"28";"N";"N";"N";"N";"S"
"201931";"20";"19";"31";"N";"N";"N";"N";"S"
"201932";"20";"19";"32";"N";"N";"N";"N";"S"
"201933";"20";"19";"33";"N";"N";"N";"N";"S"
"201934";"20";"19";"34";"N";"N";"N";"N";"S"
"201935";"20";"19";"35";"N";"N";"N";"N";"S"
"201937";"20";"19";"37";"N";"N";"N";"N";"S"
"201938";"20";"19";"38";"N";"N";"N";"N";"S"
"201941";"20";"19";"41";"N";"N";"N";"N";"S"
"201944";"20";"19";"44";"N";"N";"N";"N";"S"
"201945";"20";"19";"45";"N";"N";"N";"N";"S"
"201946";"20";"19";"46";"N";"N";"N";"N";"S"
"201947";"20";"19";"47";"N";"N";"N";"N";"S"
"201949";"20";"19";"49";"N";"N";"N";"N";"S"
"214623";"21";"46";"23";"N";"S";"N";"N";"S"
"214625";"21";"46";"25";"N";"S";"N";"N";"S"
"214626";"21";"46";"26";"N";"S";"N";"N";"S"
"214627";"21";"46";"27";"N";"S";"N";"N";"S"
"214628";"21";"46";"28";"N";"S";"N";"N";"S"
"214631";"21";"46";"31";"N";"S";"N";"N";"S"
"214632";"21";"46";"32";"N";"S";"N";"N";"S"
"214633";"21";"46";"33";"N";"S";"N";"N";"S"
"214634";"21";"46";"34";"N";"S";"N";"N";"S"
"214635";"21";"46";"35";"N";"S";"N";"N";"S"
"214638";"21";"46";"38";"N";"S";"N";"N";"S"
"214639";"21";"46";"39";"N";"S";"N";"N";"S"
"214641";"21";"46";"41";"N";"S";"N";"N";"S"
"214642";"21";"46";"42";"N";"S";"N";"N";"S"
"214643";"21";"46";"43";"N";"S";"N";"N";"S"
"214644";"21";"46";"44";"N";"S";"N";"N";"S"
"214646";"21";"46";"46";"N";"S";"N";"N";"S"
"214647";"21";"46";"47";"N";"S";"N";"N";"S"
"214648";"21";"46";"48";"N";"S";"N";"N";"S"
"214651";"21";"46";"51";"N";"S";"N";"N";"S"
"214652";"21";"46";"52";"N";"S";"N";"N";"S"
"214654";"21";"46";"54";"N";"S";"N";"N";"S"
"214655";"21";"46";"55";"N";"S";"N";"N";"S"
"214656";"21";"46";"56";"N";"S";"N";"N";"S"
"214657";"21";"46";"57";"N";"S";"N";"N";"S"
"214658";"21";"46";"58";"N";"S";"N";"N";"S"
"214659";"21";"46";"59";"N";"S";"N";"N";"S"
"214702";"21";"47";"2";"N";"S";"N";"N";"S"
"214704";"21";"47";"4";"N";"S";"N";"N";"S"
"214705";"21";"47";"5";"N";"S";"N";"N";"S"
"214706";"21";"47";"6";"N";"S";"N";"N";"S"
"214707";"21";"47";"7";"N";"S";"N";"N";"S"
"214708";"21";"47";"8";"N";"S";"N";"N";"S"
"214710";"21";"47";"10";"N";"S";"N";"N";"S"
"214712";"21";"47";"12";"N";"S";"N";"N";"S"
"214713";"21";"47";"13";"N";"S";"N";"N";"S"
"214714";"21";"47";"14";"N";"S";"N";"N";"S"
"214716";"21";"47";"16";"N";"S";"N";"N";"S"
"214718";"21";"47";"18";"N";"S";"N";"N";"S"
"214719";"21";"47";"19";"N";"S";"N";"N";"S"
"214720";"21";"47";"20";"N";"S";"N";"N";"S"
"214723";"21";"47";"23";"N";"S";"N";"N";"S"
"214724";"21";"47";"24";"N";"S";"N";"N";"S"
"214725";"21";"47";"25";"N";"S";"N";"N";"S"
"214727";"21";"47";"27";"N";"S";"N";"N";"S"
"214728";"21";"47";"28";"N";"S";"N";"N";"S"
"214731";"21";"47";"31";"N";"S";"N";"N";"S"
"214732";"21";"47";"32";"N";"S";"N";"N";"S"
"214734";"21";"47";"34";"N";"S";"N";"N";"S"
"214737";"21";"47";"37";"N";"S";"N";"N";"S"
"214738";"21";"47";"38";"N";"S";"N";"N";"S"
"214739";"21";"47";"39";"N";"S";"N";"N";"S"
"214740";"21";"47";"40";"N";"S";"N";"N";"S"
"214741";"21";"47";"41";"N";"S";"N";"N";"S"
"214742";"21";"47";"42";"N";"S";"N";"N";"S"
"214747";"21";"47";"47";"N";"S";"N";"N";"S"
"214748";"21";"47";"48";"N";"S";"N";"N";"S"
"214749";"21";"47";"49";"N";"S";"N";"N";"S"
"214751";"21";"47";"51";"N";"S";"N";"N";"S"
"214752";"21";"47";"52";"N";"S";"N";"N";"S"
"214753";"21";"47";"53";"N";"S";"N";"N";"S"
"214755";"21";"47";"55";"N";"S";"N";"N";"S"
"214756";"21";"47";"56";"N";"S";"N";"N";"S"
"214759";"21";"47";"59";"N";"S";"N";"N";"S"
"214801";"21";"48";"1";"N";"S";"N";"N";"S"
"214802";"21";"48";"2";"N";"S";"N";"N";"S"
"214805";"21";"48";"5";"N";"S";"N";"N";"S"
"214806";"21";"48";"6";"N";"S";"N";"N";"S"
"214807";"21";"48";"7";"N";"S";"N";"N";"S"
"214808";"21";"48";"8";"N";"S";"N";"N";"S"
"214810";"21";"48";"10";"N";"S";"N";"N";"S"
"214812";"21";"48";"12";"N";"S";"N";"N";"S"
"214815";"21";"48";"15";"N";"S";"N";"N";"S"
"214816";"21";"48";"16";"N";"S";"N";"N";"S"
"214817";"21";"48";"17";"N";"S";"N";"N";"S"
"214819";"21";"48";"19";"N";"S";"N";"N";"S"
"214820";"21";"48";"20";"N";"S";"N";"N";"S"
"214823";"21";"48";"23";"N";"S";"N";"N";"S"
"214824";"21";"48";"24";"N";"S";"N";"N";"S"
"214826";"21";"48";"26";"N";"S";"N";"N";"S"
"214827";"21";"48";"27";"N";"S";"N";"N";"S"
"214829";"21";"48";"29";"N";"S";"N";"N";"S"
"214830";"21";"48";"30";"N";"S";"N";"N";"S"
"214833";"21";"48";"33";"N";"S";"N";"N";"S"
"214835";"21";"48";"35";"N";"S";"N";"N";"S"
"214836";"21";"48";"36";"N";"S";"N";"N";"S"
"214837";"21";"48";"37";"N";"S";"N";"N";"S"
"214838";"21";"48";"38";"N";"S";"N";"N";"S"
"214840";"21";"48";"40";"N";"S";"N";"N";"S"
"214842";"21";"48";"42";"N";"S";"N";"N";"S"
"214844";"21";"48";"44";"N";"S";"N";"N";"S"
"214847";"21";"48";"47";"N";"S";"N";"N";"S"
"214848";"21";"48";"48";"N";"S";"N";"N";"S"
"214849";"21";"48";"49";"N";"S";"N";"N";"S"
"214851";"21";"48";"51";"N";"S";"N";"N";"S"
"214852";"21";"48";"52";"N";"S";"N";"N";"S"
"214854";"21";"48";"54";"N";"S";"N";"N";"S"
"214855";"21";"48";"55";"N";"S";"N";"N";"S"
"214856";"21";"48";"56";"N";"S";"N";"N";"S"
"214901";"21";"49";"1";"N";"S";"N";"N";"S"
"214902";"21";"49";"2";"N";"S";"N";"N";"S"
"214903";"21";"49";"3";"N";"S";"N";"N";"S"
"214904";"21";"49";"4";"N";"S";"N";"N";"S"
"214905";"21";"49";"5";"N";"S";"N";"N";"S"
"214907";"21";"49";"7";"N";"S";"N";"N";"S"
"214908";"21";"49";"8";"N";"S";"N";"N";"S"
"214911";"21";"49";"11";"N";"S";"N";"N";"S"
"214912";"21";"49";"12";"N";"S";"N";"N";"S"
"214915";"21";"49";"15";"N";"S";"N";"N";"S"
"214916";"21";"49";"16";"N";"S";"N";"N";"S"
"214917";"21";"49";"17";"N";"S";"N";"N";"S"
"214919";"21";"49";"19";"N";"S";"N";"N";"S"
"214921";"21";"49";"21";"N";"S";"N";"N";"S"
"214923";"21";"49";"23";"N";"S";"N";"N";"S"
"214924";"21";"49";"24";"N";"S";"N";"N";"S"
"214925";"21";"49";"25";"N";"S";"N";"N";"S"
"214926";"21";"49";"26";"N";"S";"N";"N";"S"
"214930";"21";"49";"30";"N";"S";"N";"N";"S"
"214931";"21";"49";"31";"N";"S";"N";"N";"S"
"214932";"21";"49";"32";"N";"S";"N";"N";"S"
"214935";"21";"49";"35";"N";"S";"N";"N";"S"
"214936";"21";"49";"36";"N";"S";"N";"N";"S"
"214938";"21";"49";"38";"N";"S";"N";"N";"S"
"214939";"21";"49";"39";"N";"S";"N";"N";"S"
"214940";"21";"49";"40";"N";"S";"N";"N";"S"
"214942";"21";"49";"42";"N";"S";"N";"N";"S"
"214944";"21";"49";"44";"N";"S";"N";"N";"S"
"214947";"21";"49";"47";"N";"S";"N";"N";"S"
"214949";"21";"49";"49";"N";"S";"N";"N";"S"
"214950";"21";"49";"50";"N";"S";"N";"N";"S"
"214951";"21";"49";"51";"N";"S";"N";"N";"S"
"214952";"21";"49";"52";"N";"S";"N";"N";"S"
"214953";"21";"49";"53";"N";"S";"N";"N";"S"
"214954";"21";"49";"54";"N";"S";"N";"N";"S"
"214957";"21";"49";"57";"N";"S";"N";"N";"S"
"215000";"21";"50";"0";"N";"S";"N";"N";"S"
"215001";"21";"50";"1";"N";"S";"N";"N";"S"
"215003";"21";"50";"3";"N";"S";"N";"N";"S"
"215004";"21";"50";"4";"N";"S";"N";"N";"S"
"215006";"21";"50";"6";"N";"S";"N";"N";"S"
"215007";"21";"50";"7";"N";"S";"N";"N";"S"
"215008";"21";"50";"8";"N";"S";"N";"N";"S"
"215011";"21";"50";"11";"N";"S";"N";"N";"S"
"215012";"21";"50";"12";"N";"S";"N";"N";"S"
"215015";"21";"50";"15";"N";"S";"N";"N";"S"
"215017";"21";"50";"17";"N";"S";"N";"N";"S"
"215018";"21";"50";"18";"N";"S";"N";"N";"S"
"215019";"21";"50";"19";"N";"S";"N";"N";"S"
"215020";"21";"50";"20";"N";"S";"N";"N";"S"
"215022";"21";"50";"22";"N";"S";"N";"N";"S"
"215025";"21";"50";"25";"N";"S";"N";"N";"S"
"215026";"21";"50";"26";"N";"S";"N";"N";"S"
"215027";"21";"50";"27";"N";"S";"N";"N";"S"
"215029";"21";"50";"29";"N";"S";"N";"N";"S"
"215031";"21";"50";"31";"N";"S";"N";"N";"S"
"215032";"21";"50";"32";"N";"S";"N";"N";"S"
"215035";"21";"50";"35";"N";"S";"N";"N";"S"
"215036";"21";"50";"36";"N";"S";"N";"N";"S"
"215038";"21";"50";"38";"N";"S";"N";"N";"S"
"215039";"21";"50";"39";"N";"S";"N";"N";"S"
"215040";"21";"50";"40";"N";"S";"N";"N";"S"
"215041";"21";"50";"41";"N";"S";"N";"N";"S"
"215045";"21";"50";"45";"N";"S";"N";"N";"S"
"215047";"21";"50";"47";"N";"S";"N";"N";"S"
"215048";"21";"50";"48";"N";"S";"N";"N";"S"
"215049";"21";"50";"49";"N";"S";"N";"N";"S"
"215050";"21";"50";"50";"N";"S";"N";"N";"S"
"215053";"21";"50";"53";"N";"S";"N";"N";"S"
"215054";"21";"50";"54";"N";"S";"N";"N";"S"
"215055";"21";"50";"55";"N";"S";"N";"N";"S"
"215056";"21";"50";"56";"N";"S";"N";"N";"S"
"215100";"21";"51";"0";"N";"S";"N";"N";"S"
"215102";"21";"51";"2";"N";"S";"N";"N";"S"
"215103";"21";"51";"3";"N";"S";"N";"N";"S"
"215104";"21";"51";"4";"N";"S";"N";"N";"S"
"215106";"21";"51";"6";"N";"S";"N";"N";"S"
"215107";"21";"51";"7";"N";"S";"N";"N";"S"
"215108";"21";"51";"8";"N";"S";"N";"N";"S"
"215111";"21";"51";"11";"N";"S";"N";"N";"S"
"215113";"21";"51";"13";"N";"S";"N";"N";"S"
"215115";"21";"51";"15";"N";"S";"N";"N";"S"
"215116";"21";"51";"16";"N";"S";"N";"N";"S"
"215117";"21";"51";"17";"N";"S";"N";"N";"S"
"215118";"21";"51";"18";"N";"S";"N";"N";"S"
"215121";"21";"51";"21";"N";"S";"N";"N";"S"
"215123";"21";"51";"23";"N";"S";"N";"N";"S"
"215124";"21";"51";"24";"N";"S";"N";"N";"S"
"215125";"21";"51";"25";"N";"S";"N";"N";"S"
"215127";"21";"51";"27";"N";"S";"N";"N";"S"
"215130";"21";"51";"30";"N";"S";"N";"N";"S"
"215131";"21";"51";"31";"N";"S";"N";"N";"S"
"215132";"21";"51";"32";"N";"S";"N";"N";"S"
"215135";"21";"51";"35";"N";"S";"N";"N";"S"
"215136";"21";"51";"36";"N";"S";"N";"N";"S"
"215137";"21";"51";"37";"N";"S";"N";"N";"S"
"215139";"21";"51";"39";"N";"S";"N";"N";"S"
"215141";"21";"51";"41";"N";"S";"N";"N";"S"
"215142";"21";"51";"42";"N";"S";"N";"N";"S"
"215144";"21";"51";"44";"N";"S";"N";"N";"S"
"215146";"21";"51";"46";"N";"S";"N";"N";"S"
"215149";"21";"51";"49";"N";"S";"N";"N";"S"
"215150";"21";"51";"50";"N";"S";"N";"N";"S"
"215151";"21";"51";"51";"N";"S";"N";"N";"S"
"215152";"21";"51";"52";"N";"S";"N";"N";"S"
"215153";"21";"51";"53";"N";"S";"N";"N";"S"
"215155";"21";"51";"55";"N";"S";"N";"N";"S"
"215156";"21";"51";"56";"N";"S";"N";"N";"S"
"215200";"21";"52";"0";"N";"S";"N";"N";"S"
"215202";"21";"52";"2";"N";"S";"N";"N";"S"
"215203";"21";"52";"3";"N";"S";"N";"N";"S"
"215204";"21";"52";"4";"N";"S";"N";"N";"S"
"215205";"21";"52";"5";"N";"S";"N";"N";"S"
"215207";"21";"52";"7";"N";"S";"N";"N";"S"
"234735";"23";"47";"35";"N";"N";"N";"N";"N"
"234737";"23";"47";"37";"N";"N";"N";"N";"N"
"234738";"23";"47";"38";"N";"N";"N";"N";"N"
"234739";"23";"47";"39";"N";"N";"N";"N";"N"
"234740";"23";"47";"40";"N";"N";"N";"N";"N"
"234743";"23";"47";"43";"N";"N";"N";"N";"N"
"234744";"23";"47";"44";"N";"N";"N";"N";"N"
"234745";"23";"47";"45";"N";"N";"N";"N";"N"
"234746";"23";"47";"46";"N";"N";"N";"N";"N"
"234747";"23";"47";"47";"N";"N";"N";"N";"N"
"234750";"23";"47";"50";"N";"N";"N";"N";"N"
"234751";"23";"47";"51";"N";"N";"N";"N";"N"
"234753";"23";"47";"53";"N";"N";"N";"N";"N"
"234754";"23";"47";"54";"N";"N";"N";"N";"N"
"234755";"23";"47";"55";"N";"N";"N";"N";"N"
"234756";"23";"47";"56";"N";"N";"N";"N";"N"
"234758";"23";"47";"58";"N";"N";"N";"N";"N"
"234759";"23";"47";"59";"N";"N";"N";"N";"N"
"234800";"23";"48";"0";"N";"N";"N";"N";"N"
"234803";"23";"48";"3";"N";"N";"N";"N";"N"
"234804";"23";"48";"4";"N";"N";"N";"N";"N"
"234806";"23";"48";"6";"N";"N";"N";"N";"N"
"234807";"23";"48";"7";"N";"N";"N";"N";"N"
"234808";"23";"48";"8";"N";"N";"N";"N";"N"
"234809";"23";"48";"9";"N";"N";"N";"N";"N"
"234810";"23";"48";"10";"N";"N";"N";"N";"N"
"234811";"23";"48";"11";"N";"N";"N";"N";"N"
"234814";"23";"48";"14";"N";"N";"N";"N";"N"
"234816";"23";"48";"16";"N";"N";"N";"N";"N"
"234817";"23";"48";"17";"N";"N";"N";"N";"N"
"234818";"23";"48";"18";"N";"N";"N";"N";"N"
"234819";"23";"48";"19";"N";"N";"N";"N";"N"
"234820";"23";"48";"20";"N";"N";"N";"N";"N"
"234822";"23";"48";"22";"N";"N";"N";"N";"N"
"234824";"23";"48";"24";"N";"N";"N";"N";"N"
"234825";"23";"48";"25";"N";"N";"N";"N";"N"
"234826";"23";"48";"26";"N";"N";"N";"N";"N"
"234828";"23";"48";"28";"N";"N";"N";"N";"N"
"234830";"23";"48";"30";"N";"N";"N";"N";"N"
"234831";"23";"48";"31";"N";"N";"N";"N";"N"
"234832";"23";"48";"32";"N";"N";"N";"N";"N"
"234835";"23";"48";"35";"N";"N";"N";"N";"N"
"234836";"23";"48";"36";"N";"N";"N";"N";"N"
"234837";"23";"48";"37";"N";"N";"N";"N";"N"
"234839";"23";"48";"39";"N";"N";"N";"N";"N"
"234840";"23";"48";"40";"N";"N";"N";"N";"N"
"234843";"23";"48";"43";"N";"N";"N";"N";"N"
"234844";"23";"48";"44";"N";"N";"N";"N";"N"
"234846";"23";"48";"46";"N";"N";"N";"N";"N"
"234849";"23";"48";"49";"N";"N";"N";"N";"N"
"234850";"23";"48";"50";"N";"N";"N";"N";"N"
"234851";"23";"48";"51";"N";"N";"N";"N";"N"
"234852";"23";"48";"52";"N";"N";"N";"N";"N"
"234853";"23";"48";"53";"N";"N";"N";"N";"N"
"234854";"23";"48";"54";"N";"N";"N";"N";"N"
