"HORAPK";"HORA";"MINUTO";"SEGUNDO";"HORAINGRESO";"HORACIERREAGENCIA";"HORAALMUERZO";"HORASALIDA";"HORALABORABLE"
"214500";"21";"45";"0";"N";"S";"N";"N";"S"
"214501";"21";"45";"1";"N";"S";"N";"N";"S"
"214502";"21";"45";"2";"N";"S";"N";"N";"S"
"214503";"21";"45";"3";"N";"S";"N";"N";"S"
"214504";"21";"45";"4";"N";"S";"N";"N";"S"
"214507";"21";"45";"7";"N";"S";"N";"N";"S"
"214508";"21";"45";"8";"N";"S";"N";"N";"S"
"214509";"21";"45";"9";"N";"S";"N";"N";"S"
"214511";"21";"45";"11";"N";"S";"N";"N";"S"
"214514";"21";"45";"14";"N";"S";"N";"N";"S"
"214516";"21";"45";"16";"N";"S";"N";"N";"S"
"214517";"21";"45";"17";"N";"S";"N";"N";"S"
"214518";"21";"45";"18";"N";"S";"N";"N";"S"
"214520";"21";"45";"20";"N";"S";"N";"N";"S"
"214521";"21";"45";"21";"N";"S";"N";"N";"S"
"214523";"21";"45";"23";"N";"S";"N";"N";"S"
"214525";"21";"45";"25";"N";"S";"N";"N";"S"
"214527";"21";"45";"27";"N";"S";"N";"N";"S"
"214529";"21";"45";"29";"N";"S";"N";"N";"S"
"214530";"21";"45";"30";"N";"S";"N";"N";"S"
"214531";"21";"45";"31";"N";"S";"N";"N";"S"
"214532";"21";"45";"32";"N";"S";"N";"N";"S"
"214536";"21";"45";"36";"N";"S";"N";"N";"S"
"214537";"21";"45";"37";"N";"S";"N";"N";"S"
"214538";"21";"45";"38";"N";"S";"N";"N";"S"
"214539";"21";"45";"39";"N";"S";"N";"N";"S"
"214541";"21";"45";"41";"N";"S";"N";"N";"S"
"214544";"21";"45";"44";"N";"S";"N";"N";"S"
"214545";"21";"45";"45";"N";"S";"N";"N";"S"
"214548";"21";"45";"48";"N";"S";"N";"N";"S"
"214549";"21";"45";"49";"N";"S";"N";"N";"S"
"214550";"21";"45";"50";"N";"S";"N";"N";"S"
"214551";"21";"45";"51";"N";"S";"N";"N";"S"
"214553";"21";"45";"53";"N";"S";"N";"N";"S"
"214555";"21";"45";"55";"N";"S";"N";"N";"S"
"214556";"21";"45";"56";"N";"S";"N";"N";"S"
"214559";"21";"45";"59";"N";"S";"N";"N";"S"
"214600";"21";"46";"0";"N";"S";"N";"N";"S"
"214603";"21";"46";"3";"N";"S";"N";"N";"S"
"214604";"21";"46";"4";"N";"S";"N";"N";"S"
"214605";"21";"46";"5";"N";"S";"N";"N";"S"
"214606";"21";"46";"6";"N";"S";"N";"N";"S"
"214607";"21";"46";"7";"N";"S";"N";"N";"S"
"214609";"21";"46";"9";"N";"S";"N";"N";"S"
"214612";"21";"46";"12";"N";"S";"N";"N";"S"
"214614";"21";"46";"14";"N";"S";"N";"N";"S"
"214616";"21";"46";"16";"N";"S";"N";"N";"S"
"214617";"21";"46";"17";"N";"S";"N";"N";"S"
"214618";"21";"46";"18";"N";"S";"N";"N";"S"
"214619";"21";"46";"19";"N";"S";"N";"N";"S"
"214621";"21";"46";"21";"N";"S";"N";"N";"S"
"234150";"23";"41";"50";"N";"N";"N";"N";"N"
"234151";"23";"41";"51";"N";"N";"N";"N";"N"
"234152";"23";"41";"52";"N";"N";"N";"N";"N"
"234153";"23";"41";"53";"N";"N";"N";"N";"N"
"234154";"23";"41";"54";"N";"N";"N";"N";"N"
"234157";"23";"41";"57";"N";"N";"N";"N";"N"
"234158";"23";"41";"58";"N";"N";"N";"N";"N"
"234159";"23";"41";"59";"N";"N";"N";"N";"N"
"234200";"23";"42";"0";"N";"N";"N";"N";"N"
"234202";"23";"42";"2";"N";"N";"N";"N";"N"
"234204";"23";"42";"4";"N";"N";"N";"N";"N"
"234205";"23";"42";"5";"N";"N";"N";"N";"N"
"234207";"23";"42";"7";"N";"N";"N";"N";"N"
"234208";"23";"42";"8";"N";"N";"N";"N";"N"
"234209";"23";"42";"9";"N";"N";"N";"N";"N"
"234210";"23";"42";"10";"N";"N";"N";"N";"N"
"234212";"23";"42";"12";"N";"N";"N";"N";"N"
"234213";"23";"42";"13";"N";"N";"N";"N";"N"
"234215";"23";"42";"15";"N";"N";"N";"N";"N"
"234217";"23";"42";"17";"N";"N";"N";"N";"N"
"234218";"23";"42";"18";"N";"N";"N";"N";"N"
"234220";"23";"42";"20";"N";"N";"N";"N";"N"
"234221";"23";"42";"21";"N";"N";"N";"N";"N"
"234222";"23";"42";"22";"N";"N";"N";"N";"N"
"234223";"23";"42";"23";"N";"N";"N";"N";"N"
"234224";"23";"42";"24";"N";"N";"N";"N";"N"
"234225";"23";"42";"25";"N";"N";"N";"N";"N"
"234229";"23";"42";"29";"N";"N";"N";"N";"N"
"234230";"23";"42";"30";"N";"N";"N";"N";"N"
"234231";"23";"42";"31";"N";"N";"N";"N";"N"
"234232";"23";"42";"32";"N";"N";"N";"N";"N"
"234233";"23";"42";"33";"N";"N";"N";"N";"N"
"234234";"23";"42";"34";"N";"N";"N";"N";"N"
"234236";"23";"42";"36";"N";"N";"N";"N";"N"
"234238";"23";"42";"38";"N";"N";"N";"N";"N"
"234239";"23";"42";"39";"N";"N";"N";"N";"N"
"234241";"23";"42";"41";"N";"N";"N";"N";"N"
"234242";"23";"42";"42";"N";"N";"N";"N";"N"
"234244";"23";"42";"44";"N";"N";"N";"N";"N"
"234245";"23";"42";"45";"N";"N";"N";"N";"N"
"234246";"23";"42";"46";"N";"N";"N";"N";"N"
"234249";"23";"42";"49";"N";"N";"N";"N";"N"
"234250";"23";"42";"50";"N";"N";"N";"N";"N"
"234251";"23";"42";"51";"N";"N";"N";"N";"N"
"234253";"23";"42";"53";"N";"N";"N";"N";"N"
"234256";"23";"42";"56";"N";"N";"N";"N";"N"
"234257";"23";"42";"57";"N";"N";"N";"N";"N"
"234258";"23";"42";"58";"N";"N";"N";"N";"N"
"234300";"23";"43";"0";"N";"N";"N";"N";"N"
"234303";"23";"43";"3";"N";"N";"N";"N";"N"
"234304";"23";"43";"4";"N";"N";"N";"N";"N"
"234305";"23";"43";"5";"N";"N";"N";"N";"N"
"234306";"23";"43";"6";"N";"N";"N";"N";"N"
"234307";"23";"43";"7";"N";"N";"N";"N";"N"
"234310";"23";"43";"10";"N";"N";"N";"N";"N"
"234313";"23";"43";"13";"N";"N";"N";"N";"N"
"234314";"23";"43";"14";"N";"N";"N";"N";"N"
"234315";"23";"43";"15";"N";"N";"N";"N";"N"
"234317";"23";"43";"17";"N";"N";"N";"N";"N"
"234318";"23";"43";"18";"N";"N";"N";"N";"N"
"234319";"23";"43";"19";"N";"N";"N";"N";"N"
"234321";"23";"43";"21";"N";"N";"N";"N";"N"
"234322";"23";"43";"22";"N";"N";"N";"N";"N"
"234326";"23";"43";"26";"N";"N";"N";"N";"N"
"234327";"23";"43";"27";"N";"N";"N";"N";"N"
"234328";"23";"43";"28";"N";"N";"N";"N";"N"
"234331";"23";"43";"31";"N";"N";"N";"N";"N"
"234332";"23";"43";"32";"N";"N";"N";"N";"N"
"234333";"23";"43";"33";"N";"N";"N";"N";"N"
"234334";"23";"43";"34";"N";"N";"N";"N";"N"
"234336";"23";"43";"36";"N";"N";"N";"N";"N"
"234338";"23";"43";"38";"N";"N";"N";"N";"N"
"234341";"23";"43";"41";"N";"N";"N";"N";"N"
"234342";"23";"43";"42";"N";"N";"N";"N";"N"
"234343";"23";"43";"43";"N";"N";"N";"N";"N"
"234345";"23";"43";"45";"N";"N";"N";"N";"N"
"234346";"23";"43";"46";"N";"N";"N";"N";"N"
"234349";"23";"43";"49";"N";"N";"N";"N";"N"
"234350";"23";"43";"50";"N";"N";"N";"N";"N"
"234352";"23";"43";"52";"N";"N";"N";"N";"N"
"234353";"23";"43";"53";"N";"N";"N";"N";"N"
"234355";"23";"43";"55";"N";"N";"N";"N";"N"
"234356";"23";"43";"56";"N";"N";"N";"N";"N"
"234359";"23";"43";"59";"N";"N";"N";"N";"N"
"234401";"23";"44";"1";"N";"N";"N";"N";"N"
"234402";"23";"44";"2";"N";"N";"N";"N";"N"
"234403";"23";"44";"3";"N";"N";"N";"N";"N"
"234404";"23";"44";"4";"N";"N";"N";"N";"N"
"234406";"23";"44";"6";"N";"N";"N";"N";"N"
"234408";"23";"44";"8";"N";"N";"N";"N";"N"
"234410";"23";"44";"10";"N";"N";"N";"N";"N"
"234413";"23";"44";"13";"N";"N";"N";"N";"N"
"234414";"23";"44";"14";"N";"N";"N";"N";"N"
"234415";"23";"44";"15";"N";"N";"N";"N";"N"
"234417";"23";"44";"17";"N";"N";"N";"N";"N"
"234418";"23";"44";"18";"N";"N";"N";"N";"N"
"234420";"23";"44";"20";"N";"N";"N";"N";"N"
"234421";"23";"44";"21";"N";"N";"N";"N";"N"
"234422";"23";"44";"22";"N";"N";"N";"N";"N"
"234427";"23";"44";"27";"N";"N";"N";"N";"N"
"234428";"23";"44";"28";"N";"N";"N";"N";"N"
"234429";"23";"44";"29";"N";"N";"N";"N";"N"
"234430";"23";"44";"30";"N";"N";"N";"N";"N"
"234431";"23";"44";"31";"N";"N";"N";"N";"N"
"234432";"23";"44";"32";"N";"N";"N";"N";"N"
"234434";"23";"44";"34";"N";"N";"N";"N";"N"
"234437";"23";"44";"37";"N";"N";"N";"N";"N"
"234438";"23";"44";"38";"N";"N";"N";"N";"N"
"234441";"23";"44";"41";"N";"N";"N";"N";"N"
"234442";"23";"44";"42";"N";"N";"N";"N";"N"
"234443";"23";"44";"43";"N";"N";"N";"N";"N"
"234445";"23";"44";"45";"N";"N";"N";"N";"N"
"234446";"23";"44";"46";"N";"N";"N";"N";"N"
"234449";"23";"44";"49";"N";"N";"N";"N";"N"
"234450";"23";"44";"50";"N";"N";"N";"N";"N"
"234451";"23";"44";"51";"N";"N";"N";"N";"N"
"234452";"23";"44";"52";"N";"N";"N";"N";"N"
"234456";"23";"44";"56";"N";"N";"N";"N";"N"
"234457";"23";"44";"57";"N";"N";"N";"N";"N"
"234458";"23";"44";"58";"N";"N";"N";"N";"N"
"234500";"23";"45";"0";"N";"N";"N";"N";"N"
"234502";"23";"45";"2";"N";"N";"N";"N";"N"
"234504";"23";"45";"4";"N";"N";"N";"N";"N"
"234505";"23";"45";"5";"N";"N";"N";"N";"N"
"234506";"23";"45";"6";"N";"N";"N";"N";"N"
"234507";"23";"45";"7";"N";"N";"N";"N";"N"
"234510";"23";"45";"10";"N";"N";"N";"N";"N"
"234513";"23";"45";"13";"N";"N";"N";"N";"N"
"234514";"23";"45";"14";"N";"N";"N";"N";"N"
"234516";"23";"45";"16";"N";"N";"N";"N";"N"
"234517";"23";"45";"17";"N";"N";"N";"N";"N"
"234518";"23";"45";"18";"N";"N";"N";"N";"N"
"234519";"23";"45";"19";"N";"N";"N";"N";"N"
"234520";"23";"45";"20";"N";"N";"N";"N";"N"
"234523";"23";"45";"23";"N";"N";"N";"N";"N"
"234526";"23";"45";"26";"N";"N";"N";"N";"N"
"234527";"23";"45";"27";"N";"N";"N";"N";"N"
"234528";"23";"45";"28";"N";"N";"N";"N";"N"
"234530";"23";"45";"30";"N";"N";"N";"N";"N"
"234532";"23";"45";"32";"N";"N";"N";"N";"N"
"234533";"23";"45";"33";"N";"N";"N";"N";"N"
"234534";"23";"45";"34";"N";"N";"N";"N";"N"
"234537";"23";"45";"37";"N";"N";"N";"N";"N"
"234538";"23";"45";"38";"N";"N";"N";"N";"N"
"234541";"23";"45";"41";"N";"N";"N";"N";"N"
"234542";"23";"45";"42";"N";"N";"N";"N";"N"
"234544";"23";"45";"44";"N";"N";"N";"N";"N"
"234545";"23";"45";"45";"N";"N";"N";"N";"N"
"234546";"23";"45";"46";"N";"N";"N";"N";"N"
"234548";"23";"45";"48";"N";"N";"N";"N";"N"
"234551";"23";"45";"51";"N";"N";"N";"N";"N"
"234552";"23";"45";"52";"N";"N";"N";"N";"N"
"234553";"23";"45";"53";"N";"N";"N";"N";"N"
"234555";"23";"45";"55";"N";"N";"N";"N";"N"
"234556";"23";"45";"56";"N";"N";"N";"N";"N"
"234558";"23";"45";"58";"N";"N";"N";"N";"N"
"234601";"23";"46";"1";"N";"N";"N";"N";"N"
"234602";"23";"46";"2";"N";"N";"N";"N";"N"
"234603";"23";"46";"3";"N";"N";"N";"N";"N"
"234605";"23";"46";"5";"N";"N";"N";"N";"N"
"234606";"23";"46";"6";"N";"N";"N";"N";"N"
"234607";"23";"46";"7";"N";"N";"N";"N";"N"
"234612";"23";"46";"12";"N";"N";"N";"N";"N"
"234613";"23";"46";"13";"N";"N";"N";"N";"N"
"234614";"23";"46";"14";"N";"N";"N";"N";"N"
"234615";"23";"46";"15";"N";"N";"N";"N";"N"
"234616";"23";"46";"16";"N";"N";"N";"N";"N"
"234619";"23";"46";"19";"N";"N";"N";"N";"N"
"234620";"23";"46";"20";"N";"N";"N";"N";"N"
"234621";"23";"46";"21";"N";"N";"N";"N";"N"
"234623";"23";"46";"23";"N";"N";"N";"N";"N"
"234626";"23";"46";"26";"N";"N";"N";"N";"N"
"234628";"23";"46";"28";"N";"N";"N";"N";"N"
"234629";"23";"46";"29";"N";"N";"N";"N";"N"
"234630";"23";"46";"30";"N";"N";"N";"N";"N"
"234631";"23";"46";"31";"N";"N";"N";"N";"N"
"234633";"23";"46";"33";"N";"N";"N";"N";"N"
"234635";"23";"46";"35";"N";"N";"N";"N";"N"
"234637";"23";"46";"37";"N";"N";"N";"N";"N"
"234638";"23";"46";"38";"N";"N";"N";"N";"N"
"234641";"23";"46";"41";"N";"N";"N";"N";"N"
"234642";"23";"46";"42";"N";"N";"N";"N";"N"
"234643";"23";"46";"43";"N";"N";"N";"N";"N"
"234644";"23";"46";"44";"N";"N";"N";"N";"N"
"234648";"23";"46";"48";"N";"N";"N";"N";"N"
"234649";"23";"46";"49";"N";"N";"N";"N";"N"
"234650";"23";"46";"50";"N";"N";"N";"N";"N"
"234651";"23";"46";"51";"N";"N";"N";"N";"N"
"234652";"23";"46";"52";"N";"N";"N";"N";"N"
"234656";"23";"46";"56";"N";"N";"N";"N";"N"
"234657";"23";"46";"57";"N";"N";"N";"N";"N"
"234659";"23";"46";"59";"N";"N";"N";"N";"N"
"234701";"23";"47";"1";"N";"N";"N";"N";"N"
"234702";"23";"47";"2";"N";"N";"N";"N";"N"
"234703";"23";"47";"3";"N";"N";"N";"N";"N"
"234705";"23";"47";"5";"N";"N";"N";"N";"N"
"234707";"23";"47";"7";"N";"N";"N";"N";"N"
"234708";"23";"47";"8";"N";"N";"N";"N";"N"
"234711";"23";"47";"11";"N";"N";"N";"N";"N"
"234712";"23";"47";"12";"N";"N";"N";"N";"N"
"234715";"23";"47";"15";"N";"N";"N";"N";"N"
"234716";"23";"47";"16";"N";"N";"N";"N";"N"
"234717";"23";"47";"17";"N";"N";"N";"N";"N"
"234718";"23";"47";"18";"N";"N";"N";"N";"N"
"234719";"23";"47";"19";"N";"N";"N";"N";"N"
"234721";"23";"47";"21";"N";"N";"N";"N";"N"
"234724";"23";"47";"24";"N";"N";"N";"N";"N"
"234726";"23";"47";"26";"N";"N";"N";"N";"N"
"234728";"23";"47";"28";"N";"N";"N";"N";"N"
"234729";"23";"47";"29";"N";"N";"N";"N";"N"
"234730";"23";"47";"30";"N";"N";"N";"N";"N"
"234731";"23";"47";"31";"N";"N";"N";"N";"N"
"234733";"23";"47";"33";"N";"N";"N";"N";"N"
"184730";"18";"47";"30";"N";"N";"N";"S";"S"
"184732";"18";"47";"32";"N";"N";"N";"S";"S"
"184733";"18";"47";"33";"N";"N";"N";"S";"S"
"184734";"18";"47";"34";"N";"N";"N";"S";"S"
"184735";"18";"47";"35";"N";"N";"N";"S";"S"
"184738";"18";"47";"38";"N";"N";"N";"S";"S"
"184739";"18";"47";"39";"N";"N";"N";"S";"S"
"184740";"18";"47";"40";"N";"N";"N";"S";"S"
"184741";"18";"47";"41";"N";"N";"N";"S";"S"
"184742";"18";"47";"42";"N";"N";"N";"S";"S"
"184745";"18";"47";"45";"N";"N";"N";"S";"S"
"184746";"18";"47";"46";"N";"N";"N";"S";"S"
"184748";"18";"47";"48";"N";"N";"N";"S";"S"
"184749";"18";"47";"49";"N";"N";"N";"S";"S"
"184750";"18";"47";"50";"N";"N";"N";"S";"S"
"184751";"18";"47";"51";"N";"N";"N";"S";"S"
"184753";"18";"47";"53";"N";"N";"N";"S";"S"
"184754";"18";"47";"54";"N";"N";"N";"S";"S"
"184755";"18";"47";"55";"N";"N";"N";"S";"S"
"184758";"18";"47";"58";"N";"N";"N";"S";"S"
"184759";"18";"47";"59";"N";"N";"N";"S";"S"
"184801";"18";"48";"1";"N";"N";"N";"S";"S"
"184802";"18";"48";"2";"N";"N";"N";"S";"S"
"184803";"18";"48";"3";"N";"N";"N";"S";"S"
"184804";"18";"48";"4";"N";"N";"N";"S";"S"
"184805";"18";"48";"5";"N";"N";"N";"S";"S"
"184806";"18";"48";"6";"N";"N";"N";"S";"S"
"184809";"18";"48";"9";"N";"N";"N";"S";"S"
"184811";"18";"48";"11";"N";"N";"N";"S";"S"
"184812";"18";"48";"12";"N";"N";"N";"S";"S"
"184813";"18";"48";"13";"N";"N";"N";"S";"S"
"184814";"18";"48";"14";"N";"N";"N";"S";"S"
"184815";"18";"48";"15";"N";"N";"N";"S";"S"
"184817";"18";"48";"17";"N";"N";"N";"S";"S"
"184819";"18";"48";"19";"N";"N";"N";"S";"S"
"184820";"18";"48";"20";"N";"N";"N";"S";"S"
"184821";"18";"48";"21";"N";"N";"N";"S";"S"
"184823";"18";"48";"23";"N";"N";"N";"S";"S"
"184825";"18";"48";"25";"N";"N";"N";"S";"S"
"184826";"18";"48";"26";"N";"N";"N";"S";"S"
"184827";"18";"48";"27";"N";"N";"N";"S";"S"
"184830";"18";"48";"30";"N";"N";"N";"S";"S"
"184831";"18";"48";"31";"N";"N";"N";"S";"S"
"184832";"18";"48";"32";"N";"N";"N";"S";"S"
"184834";"18";"48";"34";"N";"N";"N";"S";"S"
"184835";"18";"48";"35";"N";"N";"N";"S";"S"
"184838";"18";"48";"38";"N";"N";"N";"S";"S"
"184839";"18";"48";"39";"N";"N";"N";"S";"S"
"184841";"18";"48";"41";"N";"N";"N";"S";"S"
"184844";"18";"48";"44";"N";"N";"N";"S";"S"
"184845";"18";"48";"45";"N";"N";"N";"S";"S"
"184846";"18";"48";"46";"N";"N";"N";"S";"S"
"184847";"18";"48";"47";"N";"N";"N";"S";"S"
"184848";"18";"48";"48";"N";"N";"N";"S";"S"
"184849";"18";"48";"49";"N";"N";"N";"S";"S"
"184854";"18";"48";"54";"N";"N";"N";"S";"S"
"184855";"18";"48";"55";"N";"N";"N";"S";"S"
"184856";"18";"48";"56";"N";"N";"N";"S";"S"
"184858";"18";"48";"58";"N";"N";"N";"S";"S"
"184859";"18";"48";"59";"N";"N";"N";"S";"S"
"184900";"18";"49";"0";"N";"N";"N";"S";"S"
"184902";"18";"49";"2";"N";"N";"N";"S";"S"
"184903";"18";"49";"3";"N";"N";"N";"S";"S"
"184906";"18";"49";"6";"N";"N";"N";"S";"S"
"184908";"18";"49";"8";"N";"N";"N";"S";"S"
"184909";"18";"49";"9";"N";"N";"N";"S";"S"
"184912";"18";"49";"12";"N";"N";"N";"S";"S"
"184913";"18";"49";"13";"N";"N";"N";"S";"S"
"184914";"18";"49";"14";"N";"N";"N";"S";"S"
"184915";"18";"49";"15";"N";"N";"N";"S";"S"
"184917";"18";"49";"17";"N";"N";"N";"S";"S"
"184919";"18";"49";"19";"N";"N";"N";"S";"S"
"184921";"18";"49";"21";"N";"N";"N";"S";"S"
"184923";"18";"49";"23";"N";"N";"N";"S";"S"
"184924";"18";"49";"24";"N";"N";"N";"S";"S"
"184926";"18";"49";"26";"N";"N";"N";"S";"S"
"184927";"18";"49";"27";"N";"N";"N";"S";"S"
"184930";"18";"49";"30";"N";"N";"N";"S";"S"
"184931";"18";"49";"31";"N";"N";"N";"S";"S"
"184933";"18";"49";"33";"N";"N";"N";"S";"S"
"184934";"18";"49";"34";"N";"N";"N";"S";"S"
"184935";"18";"49";"35";"N";"N";"N";"S";"S"
"184937";"18";"49";"37";"N";"N";"N";"S";"S"
"184940";"18";"49";"40";"N";"N";"N";"S";"S"
"184942";"18";"49";"42";"N";"N";"N";"S";"S"
"184943";"18";"49";"43";"N";"N";"N";"S";"S"
"184944";"18";"49";"44";"N";"N";"N";"S";"S"
"184945";"18";"49";"45";"N";"N";"N";"S";"S"
"184947";"18";"49";"47";"N";"N";"N";"S";"S"
"184949";"18";"49";"49";"N";"N";"N";"S";"S"
"184950";"18";"49";"50";"N";"N";"N";"S";"S"
"184954";"18";"49";"54";"N";"N";"N";"S";"S"
"184955";"18";"49";"55";"N";"N";"N";"S";"S"
"184956";"18";"49";"56";"N";"N";"N";"S";"S"
"184958";"18";"49";"58";"N";"N";"N";"S";"S"
"184959";"18";"49";"59";"N";"N";"N";"S";"S"
"185001";"18";"50";"1";"N";"N";"N";"S";"S"
"185002";"18";"50";"2";"N";"N";"N";"S";"S"
"185003";"18";"50";"3";"N";"N";"N";"S";"S"
"185005";"18";"50";"5";"N";"N";"N";"S";"S"
"185009";"18";"50";"9";"N";"N";"N";"S";"S"
"185010";"18";"50";"10";"N";"N";"N";"S";"S"
"185011";"18";"50";"11";"N";"N";"N";"S";"S"
"185012";"18";"50";"12";"N";"N";"N";"S";"S"
"185014";"18";"50";"14";"N";"N";"N";"S";"S"
"185015";"18";"50";"15";"N";"N";"N";"S";"S"
"185018";"18";"50";"18";"N";"N";"N";"S";"S"
"185019";"18";"50";"19";"N";"N";"N";"S";"S"
"185021";"18";"50";"21";"N";"N";"N";"S";"S"
"185023";"18";"50";"23";"N";"N";"N";"S";"S"
"185024";"18";"50";"24";"N";"N";"N";"S";"S"
"185026";"18";"50";"26";"N";"N";"N";"S";"S"
"185028";"18";"50";"28";"N";"N";"N";"S";"S"
"185030";"18";"50";"30";"N";"N";"N";"S";"S"
"185031";"18";"50";"31";"N";"N";"N";"S";"S"
"185032";"18";"50";"32";"N";"N";"N";"S";"S"
"185033";"18";"50";"33";"N";"N";"N";"S";"S"
"185036";"18";"50";"36";"N";"N";"N";"S";"S"
"185038";"18";"50";"38";"N";"N";"N";"S";"S"
"185039";"18";"50";"39";"N";"N";"N";"S";"S"
"185042";"18";"50";"42";"N";"N";"N";"S";"S"
"185043";"18";"50";"43";"N";"N";"N";"S";"S"
"185045";"18";"50";"45";"N";"N";"N";"S";"S"
"185046";"18";"50";"46";"N";"N";"N";"S";"S"
"185047";"18";"50";"47";"N";"N";"N";"S";"S"
"185049";"18";"50";"49";"N";"N";"N";"S";"S"
"185050";"18";"50";"50";"N";"N";"N";"S";"S"
"185054";"18";"50";"54";"N";"N";"N";"S";"S"
"185056";"18";"50";"56";"N";"N";"N";"S";"S"
"185057";"18";"50";"57";"N";"N";"N";"S";"S"
"185058";"18";"50";"58";"N";"N";"N";"S";"S"
"185059";"18";"50";"59";"N";"N";"N";"S";"S"
"185100";"18";"51";"0";"N";"N";"N";"S";"S"
"185101";"18";"51";"1";"N";"N";"N";"S";"S"
"185104";"18";"51";"4";"N";"N";"N";"S";"S"
"185106";"18";"51";"6";"N";"N";"N";"S";"S"
"185108";"18";"51";"8";"N";"N";"N";"S";"S"
"185110";"18";"51";"10";"N";"N";"N";"S";"S"
"185111";"18";"51";"11";"N";"N";"N";"S";"S"
"185113";"18";"51";"13";"N";"N";"N";"S";"S"
"185114";"18";"51";"14";"N";"N";"N";"S";"S"
"185115";"18";"51";"15";"N";"N";"N";"S";"S"
"185118";"18";"51";"18";"N";"N";"N";"S";"S"
"185119";"18";"51";"19";"N";"N";"N";"S";"S"
"185120";"18";"51";"20";"N";"N";"N";"S";"S"
"185124";"18";"51";"24";"N";"N";"N";"S";"S"
"185125";"18";"51";"25";"N";"N";"N";"S";"S"
"185126";"18";"51";"26";"N";"N";"N";"S";"S"
"185127";"18";"51";"27";"N";"N";"N";"S";"S"
"185129";"18";"51";"29";"N";"N";"N";"S";"S"
"185132";"18";"51";"32";"N";"N";"N";"S";"S"
"185133";"18";"51";"33";"N";"N";"N";"S";"S"
"185134";"18";"51";"34";"N";"N";"N";"S";"S"
"185135";"18";"51";"35";"N";"N";"N";"S";"S"
"185138";"18";"51";"38";"N";"N";"N";"S";"S"
"185139";"18";"51";"39";"N";"N";"N";"S";"S"
"185142";"18";"51";"42";"N";"N";"N";"S";"S"
"185143";"18";"51";"43";"N";"N";"N";"S";"S"
"185145";"18";"51";"45";"N";"N";"N";"S";"S"
"185146";"18";"51";"46";"N";"N";"N";"S";"S"
"185147";"18";"51";"47";"N";"N";"N";"S";"S"
"185148";"18";"51";"48";"N";"N";"N";"S";"S"
"185150";"18";"51";"50";"N";"N";"N";"S";"S"
"185154";"18";"51";"54";"N";"N";"N";"S";"S"
"185155";"18";"51";"55";"N";"N";"N";"S";"S"
"185156";"18";"51";"56";"N";"N";"N";"S";"S"
"185157";"18";"51";"57";"N";"N";"N";"S";"S"
"185200";"18";"52";"0";"N";"N";"N";"S";"S"
"185201";"18";"52";"1";"N";"N";"N";"S";"S"
"185202";"18";"52";"2";"N";"N";"N";"S";"S"
"185203";"18";"52";"3";"N";"N";"N";"S";"S"
"185206";"18";"52";"6";"N";"N";"N";"S";"S"
"185209";"18";"52";"9";"N";"N";"N";"S";"S"
"185210";"18";"52";"10";"N";"N";"N";"S";"S"
"185211";"18";"52";"11";"N";"N";"N";"S";"S"
"185213";"18";"52";"13";"N";"N";"N";"S";"S"
"185214";"18";"52";"14";"N";"N";"N";"S";"S"
"185215";"18";"52";"15";"N";"N";"N";"S";"S"
"185218";"18";"52";"18";"N";"N";"N";"S";"S"
"185220";"18";"52";"20";"N";"N";"N";"S";"S"
"185221";"18";"52";"21";"N";"N";"N";"S";"S"
"185223";"18";"52";"23";"N";"N";"N";"S";"S"
"185224";"18";"52";"24";"N";"N";"N";"S";"S"
"185225";"18";"52";"25";"N";"N";"N";"S";"S"
"185228";"18";"52";"28";"N";"N";"N";"S";"S"
"185230";"18";"52";"30";"N";"N";"N";"S";"S"
"185231";"18";"52";"31";"N";"N";"N";"S";"S"
"185232";"18";"52";"32";"N";"N";"N";"S";"S"
"185234";"18";"52";"34";"N";"N";"N";"S";"S"
"185235";"18";"52";"35";"N";"N";"N";"S";"S"
"185238";"18";"52";"38";"N";"N";"N";"S";"S"
"185239";"18";"52";"39";"N";"N";"N";"S";"S"
"185242";"18";"52";"42";"N";"N";"N";"S";"S"
"185243";"18";"52";"43";"N";"N";"N";"S";"S"
"185244";"18";"52";"44";"N";"N";"N";"S";"S"
"185246";"18";"52";"46";"N";"N";"N";"S";"S"
"185248";"18";"52";"48";"N";"N";"N";"S";"S"
"185249";"18";"52";"49";"N";"N";"N";"S";"S"
"185250";"18";"52";"50";"N";"N";"N";"S";"S"
"185253";"18";"52";"53";"N";"N";"N";"S";"S"
"185256";"18";"52";"56";"N";"N";"N";"S";"S"
"185257";"18";"52";"57";"N";"N";"N";"S";"S"
"185258";"18";"52";"58";"N";"N";"N";"S";"S"
"185259";"18";"52";"59";"N";"N";"N";"S";"S"
"185300";"18";"53";"0";"N";"N";"N";"S";"S"
"185302";"18";"53";"2";"N";"N";"N";"S";"S"
"185303";"18";"53";"3";"N";"N";"N";"S";"S"
"185306";"18";"53";"6";"N";"N";"N";"S";"S"
"185309";"18";"53";"9";"N";"N";"N";"S";"S"
"185310";"18";"53";"10";"N";"N";"N";"S";"S"
"185311";"18";"53";"11";"N";"N";"N";"S";"S"
"185312";"18";"53";"12";"N";"N";"N";"S";"S"
"185314";"18";"53";"14";"N";"N";"N";"S";"S"
"201405";"20";"14";"5";"N";"N";"N";"N";"S"
"201407";"20";"14";"7";"N";"N";"N";"N";"S"
